2.606308249480775441e-01,1.570796326794896558e+00
1.122751974504946140e-02,1.353167860954882951e+00
1.287140829078805074e-02,1.155004692539575162e+00
1.630840255239814421e-02,9.988057548778296324e-01
2.253716042878502537e-02,8.894416093062498252e-01
3.775015612937696746e-02,8.131773955711628643e-01
1.267545352137928183e-01,7.775707262739223191e-01
7.847577187857975034e-02,7.956215147798909593e-01
2.584407035092389088e-02,9.042422590091756529e-01
1.332209859864815112e-02,1.233300563942059558e+00
1.076904058695219574e-02,-1.146777986673841454e+00
1.948814114055391622e-02,-5.041922079220773067e-01
5.572300184485022567e-02,-2.418459067906890414e-01
2.652183141211912343e-01,-1.247895154061737927e-01
4.983056561693969405e-02,-5.921452909978541096e-02
2.940368597078034385e-02,-7.745025375323726959e-03
2.120785848059078202e-02,4.301700173542007122e-02
1.617434929453407180e-02,1.388769339724954810e-01
1.192421723883929120e-02,4.247814872936685471e-01
3.687829055265686579e-02,-1.080045098911110557e+00
2.233461466653879207e-02,-3.888618883005249827e-01
1.562436127878473295e-02,-2.333762541032231852e-01
1.312742821900953101e-02,-1.481216775620741999e-01
1.169192930284280139e-02,-4.655459735187793269e-02
1.084842440434275954e-02,1.302593708671029582e-01
1.353365117434304939e-02,7.197537912609743849e-01
2.191781160210120455e-02,-1.158814219068412532e+00
1.142867895769156782e-02,-7.158969993168085022e-01
9.784265628480962040e-03,-5.755285283699027588e-01
9.067997131403911573e-03,-5.147734125936547223e-01
8.524236810644781476e-03,-4.815566890103585296e-01
8.185358160575235617e-03,-4.577387019041621596e-01
2.669384999459641430e-02,4.757126729640661078e-01
7.788585748554729266e-03,-4.273472183739955854e-01
7.711572136255002811e-03,-4.125710879617753291e-01
7.851401932387617674e-03,-3.936160901160983827e-01
8.301485499115870970e-03,-3.603033870379821479e-01
9.837285252117407980e-03,-3.010492758750429876e-01
2.049862114503563787e-02,-1.626002475359203114e-01
6.141796984992176946e-03,3.732143175540119096e-01
2.495360361961599001e-03,-1.368123007434997263e+00
2.951608534552778440e-03,-9.314203744008958674e-01
3.142942019066374913e-03,-8.251274543815534379e-01
2.957790825306345472e-03,-7.669294974186573466e-01
1.718630349043284147e-03,-6.904139911885714964e-01
1.380592790992085997e-02,-8.123386905814697911e-01
5.842633508099155486e-03,-7.973440858576752444e-01
5.160580169365281897e-03,-8.124753291084800821e-01
5.073047261089049485e-03,-8.456348450367591196e-01
5.207165758505562757e-03,-9.083144368452497064e-01
6.054180700721455838e-03,-1.045380238841147946e+00
1.851726208540171309e-02,-1.449303832927862912e+00
3.573051276847214689e-03,4.278661994733142793e-01
3.134515429353380150e-03,-2.039918979310449132e-01
3.210472164623291366e-03,-3.843470438679832402e-01
3.295386984659430356e-03,-4.502187472199219997e-01
3.390737017238974575e-03,-4.436129298863148995e-01
3.799854223947964852e-03,-2.361950242674069056e-01
3.609442240362895418e-03,-1.350411653664416622e+00
3.123026382827218377e-03,-9.048049854604842679e-01
3.092797045911547128e-03,-8.360356759806440996e-01
3.114525255867466903e-03,-8.230530898350107982e-01
3.099801317411577609e-03,-8.231628523162877187e-01
3.051107853961837393e-03,-8.299397385504772018e-01
1.115139853074650911e-02,1.204018629426970854e-01
2.962703009623019954e-03,-8.560457993475159011e-01
2.951963754467588387e-03,-8.618652175314076569e-01
2.910701922628519504e-03,-8.924168069515560076e-01
2.847668305958665335e-03,-8.997119795687276156e-01
2.733760892592571479e-03,-9.127319315841090352e-01
2.096623389182674518e-03,-9.314660638013271265e-01
3.574918738136241645e-03,-9.525433439661090684e-01
3.222742516053988399e-03,-9.795997293710324572e-01
3.193152624549409468e-03,-1.001076013409131216e+00
3.236118059995759296e-03,-1.045248831500508846e+00
3.491504114310701838e-03,-1.112440029069933001e+00
4.520139726901555716e-03,-1.260958716337457819e+00
6.929307601852412526e-03,1.224091613371169007e+00
